t_s,mode,contact_err_mm,true_yaw_world_deg,held_yaw_world_deg,true_yaw_base_deg,held_yaw_base_deg,true_yaw_nominal_deg,held_yaw_nominal_deg
4.119999999999768,open,3.884660862566735,-0.6079145538273467,0.0,-0.6079145538273467,0.0,-0.6079145538273467,0.0
4.139999999999766,open,3.879160073480124,-0.6236666573132541,0.0,-0.6236666573132541,0.0,-0.6236666573132541,0.0
4.159999999999764,open,3.903587276874161,-0.6391406161827511,0.0,-0.6391406161827511,0.0,-0.6391406161827511,0.0
4.179999999999762,open,3.9451227661273425,-0.6543413418070539,0.0,-0.6543413418070539,0.0,-0.6543413418070539,0.0
4.1999999999997595,open,3.9954943934597167,-0.6692736588342628,0.0,-0.6692736588342628,0.0,-0.6692736588342628,0.0
4.219999999999757,open,4.0495723850436365,-0.6839423067206893,0.0,-0.6839423067206893,0.0,-0.6839423067206893,0.0
4.239999999999755,open,4.104300652116085,-0.6983519412351382,0.0,-0.6983519412351382,0.0,-0.6983519412351382,0.0
4.259999999999753,open,4.157948054085672,-0.7125071359366302,0.0,-0.7125071359366302,0.0,-0.7125071359366302,0.0
4.279999999999751,open,4.209608274323217,-0.7264123836260309,0.0,-0.7264123836260309,0.0,-0.7264123836260309,0.0
4.2999999999997485,open,4.2588755004140175,-0.740072097772047,0.0,-0.740072097772047,0.0,-0.740072097772047,0.0
4.319999999999746,open,4.305638353444035,-0.7534906139120433,0.0,-0.7534906139120433,0.0,-0.7534906139120433,0.0
4.339999999999744,open,4.349951121145262,-0.7666721910281243,0.0,-0.7666721910281243,0.0,-0.7666721910281243,0.0
4.359999999999742,open,4.80083877539381,-0.7796210128989196,0.0,-0.7796210128989196,0.0,-0.7796210128989196,0.0
4.37999999999974,open,5.6673397470884055,-0.7923411894274953,0.0,-0.7923411894274953,0.0,-0.7923411894274953,0.0
4.3999999999997375,open,6.88469125358344,-0.8048367579458219,0.0,-0.8048367579458219,0.0,-0.8048367579458219,0.0
4.419999999999735,open,8.394934056799933,-0.8171116844962067,0.0,-0.8171116844962067,0.0,-0.8171116844962067,0.0
4.439999999999733,open,7.378042197248901,-0.8291698650900996,0.0,-0.8291698650900996,0.0,-0.8291698650900996,0.0
4.459999999999731,open,6.551977365633996,-0.8410151269446703,0.0,-0.8410151269446703,0.0,-0.8410151269446703,0.0
4.479999999999729,open,5.8805928028069,-0.8526512296975503,0.0,-0.8526512296975503,0.0,-0.8526512296975503,0.0
4.499999999999726,open,5.334443692252658,-0.8640818666001343,0.0,-0.8640818666001343,0.0,-0.8640818666001343,0.0
